,sample,Variable,Sobol index
0,complete,X1,0.4935778279629129
1,complete,X1,0.43325742660281036
2,complete,X1,0.5181155123548775
3,complete,X1,0.5242136670513738
4,complete,X1,0.4855706308150856
5,complete,X1,0.43459904383560083
6,complete,X1,0.4610583374655925
7,complete,X1,0.4733388993742292
8,complete,X1,0.5072889740665758
9,complete,X1,0.505151787575522
10,complete,X1,0.469563054024669
11,complete,X1,0.5027618192464377
12,complete,X1,0.4913177561552517
13,complete,X1,0.4646871960850698
14,complete,X1,0.4800254539721244
15,complete,X1,0.494173606902846
16,complete,X1,0.46009553510242884
17,complete,X1,0.4773040886209555
18,complete,X1,0.4744816350296589
19,complete,X1,0.4835940158898555
20,complete,X1,0.48196205847008294
21,complete,X1,0.5052576171759932
22,complete,X1,0.46730413856254843
23,complete,X1,0.5226612240478606
24,complete,X1,0.4674792685054906
25,complete,X1,0.5330075129850034
26,complete,X1,0.4686340539465572
27,complete,X1,0.45266812397996053
28,complete,X1,0.5359931167541357
29,complete,X1,0.5443708003011513
30,complete,X1,0.5292674707801794
31,complete,X1,0.5549405796867928
32,complete,X1,0.46877702212869826
33,complete,X1,0.45079341898526193
34,complete,X1,0.537762531714327
35,complete,X1,0.44745695861161966
36,complete,X1,0.539388812966546
37,complete,X1,0.42354931343956154
38,complete,X1,0.4952233735225366
39,complete,X1,0.463610211905344
40,complete,X1,0.44963494575426244
41,complete,X1,0.5079775274465401
42,complete,X1,0.4706404280204919
43,complete,X1,0.534722950846715
44,complete,X1,0.4612870827205464
45,complete,X1,0.43179203090874935
46,complete,X1,0.4488560192455306
47,complete,X1,0.4678332953779548
48,complete,X1,0.4550057397364868
49,complete,X1,0.5252254278710108
50,complete,X1,0.4552678291762039
51,complete,X1,0.4643713626655788
52,complete,X1,0.4533058678001
53,complete,X1,0.5194184282114737
54,complete,X1,0.5232407398026677
55,complete,X1,0.5134748296540562
56,complete,X1,0.5152791999284009
57,complete,X1,0.4619274134598818
58,complete,X1,0.5399977308040593
59,complete,X1,0.45064473448401293
60,complete,X1,0.48909785369737707
61,complete,X1,0.46428588069419846
62,complete,X1,0.46290022313667456
63,complete,X1,0.47928075663922864
64,complete,X1,0.46302269568763665
65,complete,X1,0.47388830185648123
66,complete,X1,0.4841622194797612
67,complete,X1,0.47159015298538215
68,complete,X1,0.4634436154177587
69,complete,X1,0.5792102169468497
70,complete,X1,0.5357252642323559
71,complete,X1,0.49283136957066526
72,complete,X1,0.516144262493796
73,complete,X1,0.4745180860695884
74,complete,X1,0.47098989378515743
75,complete,X1,0.4787078612339381
76,complete,X1,0.4970425890189156
77,complete,X1,0.5688976295785614
78,complete,X1,0.49009300912704584
79,complete,X1,0.4870634339390906
80,complete,X1,0.4827913675400152
81,complete,X1,0.4599243920516183
82,complete,X1,0.5302237128528313
83,complete,X1,0.5127640590695368
84,complete,X1,0.5253754347712519
85,complete,X1,0.479917360016529
86,complete,X1,0.49903012449554085
87,complete,X1,0.5038056570220323
88,complete,X1,0.5670328935600255
89,complete,X1,0.47917405809545566
90,complete,X1,0.42997918869415347
91,complete,X1,0.5455428070017356
92,complete,X1,0.4537160125901619
93,complete,X1,0.510168688800545
94,complete,X1,0.46720339242253994
95,complete,X1,0.5113546474830472
96,complete,X1,0.44602270057036425
97,complete,X1,0.4531636436499757
98,complete,X1,0.5155332111910593
99,complete,X1,0.4860820744889463
100,complete,X1,0.4361330716197046
101,complete,X1,0.5119529536140561
102,complete,X1,0.49719464853454515
103,complete,X1,0.4518725725426743
104,complete,X1,0.5028943453882676
105,complete,X1,0.4743737605164216
106,complete,X1,0.44746491520287823
107,complete,X1,0.5236017550973314
108,complete,X1,0.514876833626987
109,complete,X1,0.48118004643563944
110,complete,X1,0.5027387863212391
111,complete,X1,0.4709932531186342
112,complete,X1,0.4924515039600062
